Mouse,Microvessels 1,Microvessels 2,Microvessels 3,Whole brain 1,Whole brain 2,Whole brain 3
Inafm2,245,497,460,477,403,358
Plcb2,0,14,13,0,70,39
Ankrd63,98,49,50,179,508,57
Pak6,73,356,542,327,620,458
Bub1b,1,1,80,9,5,41
Bmf,135,4,67,60,14,48
Gm32684,0,0,0,0,0,0
Srp14,1025,1022,1027,686,565,745
Eif2ak4,80,154,243,229,151,317
1700054M17Rik,0,0,0,0,0,0
Gpr176,22,0,101,118,51,50
Fsip1,0,0,0,0,0,0
Thbs1,0,0,12,0,6,1
Gm32929,0,0,0,0,0,0
Gm13986,0,0,0,0,0,4
4930412B13Rik,0,0,0,0,0,0
Gm13985,0,0,0,0,0,0
Gm32210,0,0,0,0,0,0
Gm32137,0,0,0,0,0,0
Gm13982,0,0,0,0,0,0
Gm32020,0,0,0,0,0,0
Rasgrp1,3493,3175,2361,7602,6365,3843
Fam98b,377,492,519,572,482,524
Mir674,21,0,0,0,0,12
Spred1,1652,1723,1476,2158,1964,2025
Gm39912,0,0,0,0,0,0
Gm31906,0,0,0,0,0,0
D330050G23Rik,0,32,0,0,43,3
LOC108168786,0,0,0,0,0,0
Tmco5,0,0,5,0,0,10
Gm13990,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0
LOC108168785,267,22,1,115,122,50
Meis2,1293,1757,485,1645,2008,624
Gm31590,0,0,0,0,0,0
Gm31474,0,0,0,0,0,0
Mir1951,0,0,0,0,0,0
BC052040,186,20,17,246,58,91
LOC102633794,0,0,0,0,0,0
Gm39911,0,0,0,0,0,0
3110099E03Rik,0,0,0,0,0,0
Gm39910,0,0,0,0,0,0
Gm31413,0,0,0,0,0,0
Gm31351,0,0,0,0,0,0
4930528P14Rik,0,0,0,0,0,0
Gm13974,0,0,0,1,0,0
Dph6,562,98,258,272,287,255
Gm31146,0,0,0,0,0,0
Zfp770,469,215,416,287,306,316
Mir7002,0,0,0,0,0,0
n-TDgtc2,0,0,0,0,0,0
Aqr,479,1178,751,847,475,666
LOC108168784,0,0,0,0,0,0
C130080G10Rik,0,0,0,2,0,0
Actc1,0,0,0,0,0,0
A530058N18Rik,3,11,3,24,47,76
Gjd2,0,85,14,45,29,86
Gm39909,0,0,0,0,0,0
Gm21596,1,0,0,0,19,1
Gm30985,0,0,0,0,0,0
Arhgap11a,184,0,16,54,39,30
Scg5,590,803,1507,2063,1354,1790
LOC108168783,0,0,0,0,0,0
Grem1,0,0,0,0,0,21
4930533B01Rik,0,0,0,0,0,0
Fmn1,418,551,567,1158,1290,700
Tmco5b,0,0,0,0,0,0
Ryr3,459,629,661,709,911,710
Aven,0,92,122,35,45,21
Chrm5,0,0,20,1,1,29
Emc7,1365,1090,1523,1547,1342,1272
Katnbl1,155,183,173,104,142,59
LOC108168782,0,0,0,0,0,0
Emc4,542,458,553,1310,687,944
Gm39908,0,0,0,16,0,0
Slc12a6,949,1511,2054,2068,2301,2167
Nop10,310,163,15,216,93,187
Nutm1,0,0,0,0,0,0
Lpcat4,81,318,373,730,460,427
Olfr1318,0,0,0,0,0,0
Olfr1317,0,0,0,0,0,0
Olfr1316,0,0,0,0,0,0
Olfr1314,0,0,2,0,0,0
Olfr1313,0,0,0,0,0,0
Olfr1312,0,0,0,0,0,0
Olfr1311,0,0,0,0,0,0
Olfr1310,0,0,0,0,0,2
Olfr1309,0,0,0,0,0,0
Olfr1308,0,0,0,0,0,0
Olfr1307,0,0,0,0,0,0
Olfr1306,0,0,0,0,0,0
Olfr1305,0,0,0,0,0,0
Olfr1303,0,0,0,0,0,0
Olfr1302,0,0,0,0,0,0
Olfr1301,0,0,0,0,0,0
Olfr1300-ps1,0,0,0,0,0,0
Olfr1299,0,0,0,0,0,0
Olfr1298,0,0,0,0,0,0
Olfr1297,0,0,0,0,0,0
Olfr1295,0,0,0,0,0,0
Olfr1294,0,0,0,0,0,0
Olfr1290,0,0,0,0,0,0
Olfr1289,0,0,0,0,0,0
Olfr1288,0,0,0,0,0,0
Olfr1287,0,0,0,0,0,0
Olfr1286,0,0,0,0,0,0
Olfr1285,0,0,0,0,0,0
Olfr1284,0,0,0,0,0,0
Olfr1283,0,0,0,0,0,0
Olfr1282,0,0,0,0,0,0
Olfr1281,0,0,0,0,0,0
Olfr1280,0,0,0,0,0,0
Olfr1279,0,0,0,0,0,0
Olfr1278,0,0,0,0,0,0
Olfr1277,0,0,0,0,0,0
Olfr1276,0,0,0,0,0,0
Olfr1275,0,0,0,0,0,0
4930430A15Rik,0,0,0,0,0,0
Gm13941,0,0,0,0,0,0
Muc15,0,0,0,0,0,0
Ano3,2430,3116,1107,6156,5137,2906
Slc5a12,0,0,0,0,0,0
Fibin,122,0,96,53,0,41
Gm30319,0,0,0,0,0,0
Bbox1,0,0,41,0,6,23
Gm30258,0,0,0,0,11,0
Ccdc34os,0,0,0,0,0,0
Ccdc34,108,101,37,131,76,96
Lgr4,447,354,230,533,280,288
Platr8,0,0,0,0,0,0
Lin7c,928,803,879,801,530,909
Gm39907,0,0,0,0,0,0
Bdnf,107,58,163,594,270,468
Kif18a,0,0,9,1,5,1
Mettl15,27,2,30,61,32,9
Gm39905,0,0,0,0,0,0
Gm13912,0,0,0,0,0,0
Gm39904,0,0,0,0,28,0
Gm39903,0,0,0,0,6,0
Kcna4,227,580,628,942,907,967
Fshb,0,0,0,0,0,0
Arl14ep,320,132,219,214,112,289
Gm39902,28,0,0,0,0,0
C130023O10Rik,0,1,70,66,53,89
Gm29885,0,0,0,0,0,0
Mpped2,18,121,121,350,221,128
BB218582,0,0,0,0,0,47
Gm36544,0,0,0,0,0,0
Gm14015,0,0,13,40,19,0
Gm36036,0,0,0,60,0,0
LOC108168781,0,0,0,0,0,0
Dcdc5,0,2,0,0,0,0
Dnajc24,74,129,104,87,62,56
Immp1l,57,107,33,113,36,51
Elp4,77,438,236,237,233,308
Pax6,21,36,15,2,58,7
Paupar,0,0,0,0,12,0
Gm35946,0,0,0,0,0,0
Pax6os1,0,0,0,0,27,0
LOC105244259,0,0,0,0,0,0
Gm39900,0,0,0,0,0,0
Rcn1,747,436,362,317,560,208
Them7,0,0,0,0,0,0
Wt1,0,0,0,0,0,0
Wt1os,0,0,0,0,0,0
Gm38521,0,0,0,0,0,0
Eif3m,617,674,886,913,515,701
Ccdc73,0,0,0,0,0,0
Prrg4,0,0,0,0,0,10
Gm39898,0,0,0,0,0,0
Qser1,136,194,651,228,351,374
Depdc7,0,0,0,22,0,0
Pin1rt1,0,0,0,0,0,0
Gm6306,0,0,0,0,0,1
Tcp11l1,459,248,399,592,614,615
Gm39897,84,45,7,4,17,35
Cstf3,432,470,467,370,304,285
Platr14,0,0,0,23,0,0
Gm13884,0,0,0,0,0,0
Mir1902,0,0,0,0,0,0
Hipk3,3649,2212,2428,1845,1271,1574
Gm35606,0,0,0,0,0,0
D430041D05Rik,1451,898,1041,3739,3502,2482
A930018P22Rik,0,0,0,0,0,0
Cd59a,641,230,754,85,29,241
Cd59b,0,0,0,2,0,0
Fbxo3,576,660,1045,1298,1209,1007
4931422A03Rik,0,0,0,0,0,0
Gm38515,0,0,0,0,0,0
Lmo2,979,891,1145,155,252,155
Gm39896,0,0,0,0,0,0
Lincred1,0,0,0,0,0,0
Gm39895,0,0,0,0,0,0
Gm34948,0,1,0,0,0,0
4930547E08Rik,0,0,0,0,0,0
Gm39894,0,0,0,0,0,0
Caprin1,2068,2529,2124,2776,2286,2659
Nat10,67,94,117,208,281,149
LOC105244251,110,1,0,37,89,12
Abtb2,0,140,155,71,57,270
Cat,428,639,746,622,379,488
Elf5,0,0,0,5,0,5
BC016548,0,0,0,0,0,0
A930006I01Rik,0,0,0,0,0,0
Ehf,0,0,0,0,0,0
Gm13869,0,0,0,0,0,0
Apip,27,11,56,128,57,60
Pdhx,405,224,267,748,520,475
Gm34483,0,0,0,0,0,0
Cd44,19,22,71,61,22,30
LOC102637542,0,0,0,0,0,0
Slc1a2,51243,62234,56674,63040,72139,59614
Pamr1,140,39,278,170,309,141
Fjx1,272,380,248,204,311,181
Gm39890,0,0,0,0,0,0
Trim44,1668,3108,3338,5063,4590,5037
Gm34268,0,0,0,37,0,0
LOC102643083,0,0,0,0,0,0
Gm39888,0,0,0,0,0,0
Ldlrad3,810,571,611,147,157,199
Commd9,3,26,12,23,108,119
Prr5l,430,280,264,134,143,285
Traf6,177,238,440,258,136,142
Gm34041,0,0,0,0,0,0
Rag1,0,0,0,0,11,0
Rag2,0,0,0,0,0,0
B230118H07Rik,82,243,134,560,276,274
Gm39887,0,0,0,0,13,11
Gm39886,0,0,0,0,0,0
Gm33780,0,0,0,0,0,0
Lrrc4c,1891,1675,1646,2964,2489,1982
Gm13799,0,0,0,0,0,0
Gm13794,0,0,0,0,0,0
LOC108168778,0,0,0,0,0,0
LOC102636406,0,0,0,0,0,0
Gm33540,0,0,0,0,0,0
Api5,1053,395,1272,1039,600,640
2810002D19Rik,130,47,40,37,12,10
Ttc17,765,874,560,802,628,762
Mir670,0,0,0,0,0,0
Mir129b,0,0,0,0,0,0
Mir129-2,0,0,0,0,0,0
Mir670hg,0,2,73,4,10,52
Gm39885,0,0,0,0,0,0
Hsd17b12,723,1406,991,1384,1050,1026
LOC108168777,0,1,0,6,33,1
Alkbh3,190,84,6,42,46,68
Alkbh3os1,0,0,0,0,0,0
Gm13889,390,110,129,80,56,28
Gm33160,0,0,0,0,0,2
Gm39884,0,0,0,0,0,0
Accsl,0,0,7,0,0,1
Accs,2,1,109,48,29,108
Gm39883,0,0,9,5,0,78
Ext2,640,217,389,119,202,201
Alx4,99,0,2,0,0,0
Gm33061,0,0,0,0,0,0
Gm33010,0,0,0,0,0,0
Gm10804,0,0,0,0,0,0
Mir7001,0,0,0,0,0,0
Cd82,83,267,170,153,200,254
Gm13807,0,0,0,0,0,0
Gm32745,0,0,0,0,0,0
Gm39881,0,0,0,0,0,0
Gm39882,0,0,0,0,0,0
Gm32824,0,0,0,0,0,0
Tspan18,52,78,278,0,13,331
Trp53i11,516,315,291,832,393,1470
Gm32683,4,0,0,0,0,0
LOC105244237,0,0,0,0,0,0
Gm32627,0,0,0,0,0,0
4631405J19Rik,0,0,0,0,0,0
LOC108168776,0,0,0,1,0,0
Prdm11,0,103,37,46,41,89
Syt13,1315,1358,892,2728,1854,2133
Gm13791,0,0,46,0,0,0
Gm32413,0,0,0,0,0,0
Gm39880,0,0,0,0,0,0
Gm13816,0,0,0,0,0,0
Chst1,1125,1691,1408,2367,1927,1919
Mir7222,0,0,0,0,0,0
Mir7221,0,0,0,0,0,0
Gm13817,0,0,0,0,0,0
Slc35c1,113,0,115,70,127,82
D930015M05Rik,0,0,0,0,0,0
Cry2,495,543,715,1010,951,709
Mir7000,0,0,0,0,0,0
Mapk8ip1,997,1763,1421,2235,1558,1764
1700029I15Rik,0,65,11,0,5,1
Pex16,193,271,251,190,294,133
Gyltl1b,0,0,0,0,0,0
Gm39878,0,0,0,0,0,0
Mir1955,0,0,0,0,0,0
Phf21a,440,543,677,533,739,715
Gm39877,0,0,0,0,0,0
Gm31473,1,0,0,0,0,0
Creb3l1,475,145,22,58,20,40
Mir6999,0,0,0,0,0,0
Dgkz,1792,2140,1482,2356,2004,1453
Gm39876,0,0,0,0,21,0
Mdk,259,627,132,30,145,44
Chrm4,16,106,59,159,191,45
Ambra1,695,470,431,672,470,629
Harbi1,31,7,103,73,43,57
Atg13,449,389,594,535,516,695
Arhgap1,228,393,353,363,311,233
Zfp408,87,152,100,45,98,71
F2,0,0,0,0,0,0
Snord67,0,0,0,0,0,0
Ckap5,996,1476,1732,2167,2215,2191
Lrp4,324,663,736,449,444,407
1110051M20Rik,377,310,342,401,297,364
Arfgap2,510,579,254,242,261,184
Pacsin3,38,161,219,213,228,269
Gm31054,0,0,0,0,0,11
A330069E16Rik,0,0,71,4,0,3
Ddb2,1,46,136,139,90,95
Acp2,1251,1262,682,865,783,760
Nr1h3,9,0,108,0,0,19
Madd,1213,2158,2818,4145,4080,3627
Mybpc3,0,62,0,0,0,0
Spi1,0,0,0,1,16,87
Gm39874,0,0,0,0,0,0
Gm39875,0,0,0,0,0,0
Slc39a13,13,254,241,58,274,196
Psmc3,657,750,537,804,523,721
LOC102632821,0,0,0,0,0,0
Rapsn,0,0,0,0,0,0
Celf1,1119,1382,1156,1877,1786,1691
Ptpmt1,117,299,260,380,129,173
Kbtbd4,176,461,346,361,280,460
Ndufs3,224,268,404,714,496,384
Gm32514,0,0,0,0,0,0
C1qtnf4,167,216,135,390,325,257
Mtch2,221,228,631,490,505,520
Agbl2,0,0,0,0,0,59
Fnbp4,675,595,352,292,299,397
Gm39872,0,0,0,0,0,0
Nup160,0,369,239,105,134,89
Gm39871,0,1,0,0,0,0
Gm39870,0,0,0,0,0,0
LOC108168775,0,0,0,0,0,0
4933423P22Rik,0,0,0,0,0,0
Ptprj,1374,1864,1601,1828,1831,1833
Olfr1274-ps,0,0,0,0,0,0
Gm39869,0,0,0,0,0,0
Gm13769,0,0,0,0,0,0
Olfr1273-ps,0,0,0,0,0,0
Olfr1272,0,0,0,0,0,0
Olfr1271,0,0,0,0,0,0
Olfr142,0,0,0,0,0,0
Olfr1506,0,0,0,0,0,0
Gm38718,0,0,0,0,0,0
Olfr1270,0,0,0,0,0,0
Olfr32,8,0,0,0,0,0
Olfr1269,0,0,0,0,0,0
Olfr140,0,0,0,0,0,0
Olfr1265,0,0,0,0,0,0
Olfr1264,0,0,0,0,0,0
Olfr1263,0,0,0,0,0,0
Olfr1262,0,0,0,0,0,0
Olfr1261,0,0,0,0,0,0
Olfr1260,0,0,0,0,0,0
Olfr1259,0,0,0,0,0,0
Olfr1258,0,0,0,0,0,0
Olfr1257,0,0,0,0,0,0
Olfr48,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0
Olfr1255,0,0,0,0,0,0
Olfr1254,0,0,0,0,0,0
Olfr1253,0,0,0,0,0,0
Olfr1252,0,0,0,0,0,0
Olfr1251,0,0,0,0,0,0
Olfr1250,0,0,0,0,0,0
Olfr1249,0,0,0,0,0,0
Olfr1248,0,0,0,0,0,0
Olfr1247,0,0,0,0,0,0
Olfr1246,0,0,0,0,0,0
Olfr1245,0,0,0,0,0,0
Olfr1243,0,0,0,0,0,0
Olfr1242,0,0,0,0,0,0
Olfr1241,0,0,0,0,0,0
Olfr1240,0,0,0,0,0,0
Olfr1239,0,0,0,0,0,0
Olfr1238,0,0,0,0,0,0
Olfr1234,0,0,0,0,0,0
Olfr1233,0,0,0,0,0,0
Olfr1232,0,0,0,0,0,0
Olfr1231,0,0,0,0,0,0
Olfr1230,0,0,0,0,0,0
Gm30168,0,0,0,0,0,0
Olfr1229,0,0,0,0,0,0
Olfr1228,0,0,0,0,0,0
Olfr1226,0,0,0,0,0,0
Olfr1225,0,0,0,0,0,0
Olfr1223,0,0,0,0,0,0
Olfr1222,0,0,0,0,0,0
Olfr1221,0,0,0,0,0,0
Olfr1220,0,0,0,0,0,0
Olfr1219,0,0,0,0,0,0
Olfr1218,0,0,0,0,0,0
Olfr1217,0,0,0,0,0,0
Olfr1216,0,0,0,0,0,0
Olfr1215,0,0,0,0,0,0
Olfr1214,0,0,0,0,0,0
Olfr1213,0,0,0,0,0,0
Olfr1212,0,0,0,0,0,0
Olfr1211,0,0,0,0,0,0
Olfr1209,0,0,0,0,0,0
Olfr1208,0,0,0,0,0,0
Olfr1206,0,0,0,0,0,0
Olfr1204,0,0,0,0,0,0
Olfr1205,0,0,0,0,0,0
Olfr1202,0,0,0,0,0,0
Olfr1201,0,0,0,0,0,0
Olfr1200,0,0,0,0,0,0
Olfr1199,0,0,0,0,0,0
Olfr1198,0,0,0,0,0,0
Olfr1197,0,0,0,0,0,0
Olfr1196,0,0,0,0,0,0
Olfr1195,0,0,0,0,0,0
Olfr1193,0,0,0,0,0,0
Olfr1189,0,0,0,0,0,0
Olfr1188,0,0,0,0,0,0
Olfr1186,0,0,0,0,0,0
Olfr1184,0,0,0,0,0,0
Olfr1183,0,0,0,0,0,0
Olfr1182,0,0,0,0,0,0
Olfr1181,0,0,0,0,0,0
Olfr1180,0,0,0,0,0,0
Olfr1179,0,0,0,0,0,0
Olfr1178,0,0,0,0,0,0
Olfr1176,0,0,0,0,0,0
Olfr1175-ps,0,0,0,0,0,0
Olfr1174-ps,0,0,0,0,0,0
Olfr1173,0,0,0,0,0,0
Olfr1170,0,0,0,0,0,0
Olfr1168,0,0,0,0,0,0
Olfr1167,0,0,0,0,0,0
Olfr1166,0,0,0,0,0,0
Olfr1164,0,0,0,0,0,0
Olfr1163,0,0,0,0,0,0
Olfr1162,0,0,0,0,0,0
Olfr73,0,0,0,0,0,0
Olfr1161,0,0,0,0,0,0
Olfr1160,0,0,0,0,0,0
Olfr1158,0,0,0,0,0,0
Olfr74,0,0,0,0,0,0
Olfr1157,0,0,0,0,0,0
Olfr1156,0,0,0,0,0,0
Olfr1155,0,0,0,0,0,0
Olfr1154,0,0,0,0,0,0
Olfr1153,0,0,0,0,0,0
Olfr1152,0,0,0,0,0,0
Olfr1151,0,0,0,0,0,0
Olfr1148,0,0,0,0,0,0
Olfr1145,0,0,0,0,0,0
Olfr1143,0,0,0,0,0,0
Olfr152,0,0,0,0,0,0
Olfr1141,0,0,0,0,0,0
Olfr1140,0,0,0,0,0,0
Olfr1138,0,0,0,0,0,0
Olfr1137,0,0,0,0,0,0
Olfr1136,0,0,0,0,0,0
Olfr1135,0,0,0,0,0,0
Olfr1134,0,0,0,0,0,0
Olfr1133,0,0,0,0,0,0
Olfr1132,0,0,0,0,0,0
Olfr1131,0,0,0,0,0,0
Olfr1130,0,0,0,0,0,0
Olfr1129,0,0,0,0,0,0
Olfr1128,0,0,0,0,0,0
Olfr153,0,0,0,0,0,0
Pramel6,0,0,0,0,0,0
Pramel7,0,0,0,0,0,0
Olfr1126,0,0,0,0,0,0
Olfr1124,0,0,0,0,0,0
Olfr1123,0,0,0,0,0,0
Olfr1122,0,0,0,0,0,0
Olfr1121,0,0,0,0,0,0
Olfr1120,0,0,0,0,0,0
Olfr1118,0,0,0,0,0,0
Olfr1116,0,0,0,0,0,0
Olfr1115,0,0,0,0,0,0
Olfr1113,0,0,0,0,0,0
Olfr1112,0,0,0,0,0,0
Olfr1111,0,0,0,0,0,0
Olfr1110,0,0,0,0,0,0
Olfr259,0,0,0,0,0,0
Olfr1109,0,0,0,0,0,0
Olfr1107,0,0,0,0,0,0
Olfr1106,0,0,0,0,0,0
Olfr1105,0,0,0,0,0,0
Olfr1104,0,0,0,0,0,0
Olfr1102,0,0,0,0,0,0
Olfr1101,0,0,0,0,0,0
Olfr1100,0,0,0,0,0,0
Olfr1099,0,0,0,0,0,0
Olfr1098,0,0,0,0,0,0
Olfr1097,0,0,0,0,0,0
Olfr1095,0,0,0,0,0,0
Olfr1094,0,0,0,0,0,0
Olfr141,0,0,0,0,15,0
Olfr1093,0,0,0,0,0,0
Olfr1090,0,0,0,0,0,0
Olfr1089,0,0,0,0,0,0
Olfr1087,0,0,0,0,0,0
Olfr1086,0,0,0,0,0,0
Olfr1085,0,0,0,0,0,0
Olfr1084,0,0,0,0,0,0
Olfr1082,0,0,0,0,0,0
Olfr1080,0,0,0,0,0,0
Olfr1079,0,0,0,0,0,0
Olfr1077-ps1,0,0,0,0,0,0
Olfr1076,0,0,0,0,0,0
Olfr228,0,0,0,0,0,0
Olfr1066,0,0,0,0,0,0
Olfr1065,0,0,0,0,0,0
Olfr1062,0,0,0,0,0,0
Olfr1061,0,0,0,0,0,0
Olfr1058,0,0,0,0,0,0
Olfr1057,0,0,0,0,0,0
Olfr1056,0,0,0,0,0,0
Olfr1055,0,0,0,0,0,0
Olfr1054,0,0,0,0,0,0
Olfr1053,0,0,0,0,0,0
Olfr1052,0,0,0,0,0,0
Olfr1051,0,0,0,0,0,0
Olfr1049,0,0,0,0,0,0
Olfr1048,0,0,0,0,0,0
Olfr1047,0,0,0,0,0,0
Olfr1046,0,0,0,0,0,0
Olfr1045,0,0,0,0,0,0
Olfr52,0,0,0,0,0,0
Olfr1044,0,0,0,0,0,0
Olfr1043,0,0,0,0,0,0
Olfr1042,0,0,0,0,0,0
Olfr1040,0,0,0,0,0,0
Olfr1039,0,0,0,0,0,0
Olfr1038-ps,0,0,0,0,0,0
Olfr1037,0,0,0,0,0,0
Olfr1036,0,0,0,0,0,0
Olfr1034,0,0,0,0,0,0
Olfr1033,0,0,0,0,0,0
Olfr1032,0,0,0,0,0,0
Olfr1031,0,0,0,0,0,0
Olfr1030,0,0,0,0,0,0
Olfr1029,0,0,0,0,0,0
Olfr1028,0,0,0,0,0,0
Olfr1026,0,0,0,0,0,0
Olfr1024,0,0,0,0,0,0
Olfr1023,0,0,0,0,0,0
Olfr1022,0,0,0,0,0,0
Olfr1020,0,0,0,0,0,0
Olfr1019,0,0,0,0,0,0
Olfr1018,0,0,0,0,0,0
Olfr1016,0,0,0,0,0,0
Olfr1015,0,0,0,0,0,0
Olfr1014,0,0,0,0,0,0
Olfr1013,0,0,0,0,0,0
Olfr1012,0,0,1,0,0,0
Olfr1010,0,0,0,0,0,0
Olfr1009,0,0,0,0,0,0
Olfr1008,0,0,0,0,0,0
Olfr1006,0,0,0,0,0,0
Olfr154,0,0,0,0,0,0
Olfr1002,0,0,0,0,0,0
Olfr1000,0,0,0,0,0,0
Olfr998,0,0,0,0,0,0
Olfr996,0,0,0,0,0,0
4833423E24Rik,0,0,0,0,0,0
Olfr995,0,0,0,0,0,0
Olfr994,0,0,0,0,0,0
Olfr993,0,0,0,0,0,0
Olfr992,0,0,0,0,0,0
Olfr988,0,0,0,0,0,0
Olfr987,0,0,0,0,0,0
Gm13715,0,0,0,0,0,0
Lrrc55,414,319,138,284,486,332
Aplnr,0,14,14,0,12,0
4930443O20Rik,0,0,0,0,0,2
Tnks1bp1,895,1330,1108,374,480,907
Ssrp1,811,763,1136,922,915,1018
P2rx3,0,46,47,0,42,31
Prg3,0,0,0,0,0,0
Gm39868,0,0,0,0,0,0
Prg2,0,0,0,0,0,0
Slc43a3,0,0,0,0,0,0
Rtn4rl2,3,94,42,185,33,31
Slc43a1,0,0,0,0,0,0
Timm10,153,1,166,179,123,92
Smtnl1,0,0,0,0,0,0
Ube2l6,4,91,104,0,18,0
Gm36596,0,0,0,0,0,0
Serping1,309,73,202,0,4,82
Gm19426,0,0,1,0,4,0
Mir130a,0,0,0,0,0,0
Ypel4,414,241,299,193,410,314
Clp1,0,170,216,80,24,58
Gm32289,0,0,0,37,0,0
Zdhhc5,502,506,422,434,486,489
Med19,217,290,263,138,116,233
Tmx2,876,1379,1046,1379,1246,1274
2700094K13Rik,170,89,34,179,54,92
Btbd18,0,0,0,0,0,0
Ctnnd1,1534,1474,1577,1055,842,792
Gm13710,0,0,0,8,0,0
Tfpi,158,199,226,45,11,18
Calcrl,313,378,380,38,73,37
Zswim2,0,0,0,0,0,0
Fam171b,2978,3104,3439,6114,4866,4891
Itgav,875,1014,1275,1738,1646,1136
Zc3h15,1030,918,1048,1373,1130,1134
Fsip2,0,0,2,0,0,0
A130030D18Rik,0,0,0,0,0,0
Zfp804a,36,226,135,397,323,452
Gm36282,0,0,0,0,0,0
Nup35,26,11,56,33,26,60
Mir684-1,0,0,0,0,0,0
Dusp19,102,73,120,14,79,4
Nckap1,6551,5564,7038,9409,7155,9164
Frzb,140,9,296,282,150,203
Gm13752,0,0,0,0,0,0
Dnajc10,407,1001,1315,697,900,958
Prdx6b,0,0,0,0,0,0
Gm36153,0,0,0,0,0,0
Pde1a,1780,1557,1521,5215,2394,1421
Ppp1r1c,0,0,0,17,0,0
Ssfa2,1441,1685,1859,956,634,804
LOC108168774,0,0,0,0,0,0
Gm39867,0,0,0,0,0,4
Neurod1,98,5,49,12,43,100
Cerkl,1,9,28,60,29,40
Itga4,89,394,475,124,44,169
Gm35813,0,0,0,0,0,0
Gm39866,0,0,0,0,0,0
Gm35748,0,0,0,0,0,0
Ube2e3,919,527,834,513,507,657
Gm39865,0,0,0,0,0,0
LOC108168773,0,0,0,0,0,0
Gm39864,0,0,0,0,0,0
Gm14461,0,0,0,0,0,0
4930440I19Rik,0,0,0,0,0,0
Cwc22,306,270,366,369,179,262
Gm35431,0,0,0,0,0,0
Gm13944,0,0,0,0,0,0
Zfp385b,190,311,333,452,538,316
Gm35317,0,0,0,0,1,0
Gm35266,0,0,114,8,44,7
Sestd1,557,535,505,680,551,674
Gm39861,0,0,64,0,0,0
Gm39862,77,15,141,35,1,22
Ccdc141,2577,2321,4125,390,324,660
Ttn,3,66,253,62,14,205
Gm39860,28,0,39,1,1,22
Plekha3,260,381,364,267,220,110
Fkbp7,74,17,24,0,7,7
Dfnb59,0,0,0,0,0,3
Prkra,1,299,153,45,32,181
Osbpl6,215,479,413,844,661,945
Rbm45,255,109,97,98,147,92
Cyct,0,0,0,0,0,0
Pde11a,0,1,146,38,88,47
Ttc30a1,1,0,41,33,16,96
Ttc30a2,0,0,0,0,0,17
Ttc30b,5,122,125,326,138,206
Agps,387,730,382,418,441,600
Gm34861,0,0,0,25,2,0
Gm13657,0,0,0,0,0,0
Gm34657,0,0,0,0,0,0
LOC108168772,0,0,0,0,0,0
E030042O20Rik,0,0,0,0,0,0
Nfe2l2,375,323,167,23,73,86
Hnrnpa3,1270,1934,1477,1586,1224,1246
Gm39859,0,0,0,0,0,1
Gm39858,0,0,0,0,0,0
Gm39853,0,0,0,0,0,0
Gm39854,0,0,0,0,0,0
LOC108168771,0,0,0,0,0,2
9430019J16Rik,0,0,0,0,0,0
Gm39856,0,0,0,0,0,0
Gm32927,0,0,0,0,0,0
Gm39857,0,0,0,0,0,0
Gm34401,0,0,0,0,0,0
LOC105244208,6,3,2,2,3,0
LOC102635707,1,2,88,30,24,21
Gm13652,0,0,0,0,0,0
LOC108168769,0,0,0,0,0,0
Mtx2,645,324,404,533,307,319
Hoxd1,0,0,0,0,0,0
LOC102634401,0,0,0,0,0,0
Haglr,0,0,0,0,0,0
Mir10b,0,0,0,0,0,0
Hoxd4,0,0,0,0,0,0
Hoxd3,0,0,0,0,0,0
Hoxd3os1,0,0,0,0,0,0
Hoxd8,0,0,0,0,0,0
Gm38462,0,0,0,0,0,0
Hoxd9,0,0,0,0,0,0
Hoxd10,0,0,0,0,0,0
Hoxd11,0,0,0,0,0,0
Hoxd12,0,0,0,0,0,0
Hoxd13,0,0,0,0,0,0
Gm31790,0,0,0,0,0,0
Evx2,0,0,0,0,0,0
Gm39852,0,0,0,0,0,0
Lnp,845,320,693,1440,1157,894
4930441J16Rik,0,0,0,0,0,0
Gm31731,0,0,0,0,0,0
Gm31534,0,0,0,0,0,0
A630050E04Rik,0,0,0,0,0,0
Gm31472,0,0,0,0,0,0
Gm38603,0,0,0,0,0,0
Gm39851,0,0,0,0,0,0
Atp5g3,802,1016,873,628,371,563
Atf2,991,1465,1357,1735,987,1243
Chn1,4214,4336,4611,10979,7516,6818
Chn1os3,0,10,0,0,4,0
Gm31264,0,0,1,0,2,0
Chrna1,0,0,0,0,0,0
Gm30940,0,0,0,0,0,0
Wipf1,546,275,336,192,150,222
Gm13707,0,0,0,0,0,0
Gm13709,0,0,0,0,0,1
Gpr155,1501,734,284,1275,1714,693
Scrn3,204,432,289,356,387,313
Cir1,136,74,221,109,147,268
Sp9,117,88,120,188,105,56
Ola1,709,819,930,1816,1234,1574
Gm39850,0,0,0,0,0,0
Sp3os,78,37,126,29,96,47
Sp3,569,684,633,354,293,520
Gm39849,0,0,0,0,0,0
Gm39848,0,0,0,0,0,0
LOC108168768,0,0,0,0,0,0
6430710C18Rik,0,0,0,0,0,6
Gm30257,0,0,0,0,0,0
8430437L04Rik,0,0,0,0,0,0
Gm30069,0,0,0,0,0,0
