Mouse,Microvessels 1,Microvessels 2,Microvessels 3,Whole brain 1,Whole brain 2,Whole brain 3
Tmem206,0.20369065310316184,5.497472258544593,27.027179977526583,4.774895174154066,6.956847405597506,8.212070111584621
Nenf,176.33852737840624,115.77801589373024,125.85022355616492,115.2489727478699,55.73600455824338,73.32791882842864
Gm37168,0.0,0.0,0.0,0.0,0.0,1.5264084336952246
LOC108167327,0.0,0.5913483880233217,0.1330432535646167,0.0,1.282850519204185,0.28735495556611307
D730003I15Rik,2.0885744040138836,122.48123197790362,70.14299924518912,10.880032147503357,16.606656416283446,10.145031662974358
Atf3,0.0,0.0,3.896410916232325,0.0,0.0,0.0
Fam71a,0.0,0.0,0.0,0.0,0.0,0.0
Gm31696,0.0,0.0,0.0,0.0,0.0,0.0
Gm31640,0.0,0.0,0.0,0.0,0.0,0.0
LOC108167755,1.4815147156499868,11.847429642404958,3.9982029661200533,0.0,3.212674959425706,0.0
Batf3,0.0,0.6011072975166841,0.0,0.0,9.780158672128115,0.0
Nsl1,0.17903313937815019,0.0,2.737915000703579,0.0,0.19411730363245433,0.0
Tatdn3,59.87770077071383,47.62577637828429,90.06378054934947,14.533977781000724,4.886647701442257,21.266427275468054
Spata45,0.0,0.0,0.0,0.0,0.0,0.0
A230020J21Rik,0.0,0.0,0.0,0.0,0.0,0.0
Mfsd7b,12.922083082007262,9.005494407514567,10.642046435503396,11.219190074878593,12.234794882675835,8.663706104533679
Gm31373,0.0,0.0,0.0,0.0,0.0,0.0
Vash2,0.19186993180499493,0.0,1.5534133863437543,1.832435020734937,0.0,6.1511215953413885
Angel2,50.5675637786769,90.14791166654571,29.212552202562666,34.891443545392775,42.23102678815368,31.362498906512588
Rps6kc1,59.50602524222345,47.01495831464271,31.51855917669558,38.02486959860524,50.89307206961267,62.89603797280966
Gm39738,0.0,0.0,0.0,0.0,0.0,0.0
Gm38452,0.0,0.0,0.0,0.0,0.0,0.0
Gm30932,0.0,0.0,0.0,0.0,0.0,0.0
Gm30815,0.0,0.0,0.0,0.0,0.0,0.0
Gm29678,0.0,0.0,0.0,0.0,0.0,0.0
Gm39737,0.0,0.0,0.0,0.0,0.0,0.0
LOC102632463,0.0,2.8157131304728886,10.558120040284134,0.0,0.0,5.0168961403524515
Prox1,4.600585134830441,16.019875012245326,37.38359901702476,8.515347709414897,10.414923959267062,76.61780908771283
Gm30446,0.0,0.0,0.0,0.0,0.0,0.0
Gm39736,0.0,0.0,0.0,0.0,0.0,0.0
Smyd2,7.076987649964401,45.22427559262478,78.44172112101535,50.910500682335666,20.827388668484712,78.08200874962199
Ptpn14,27.218036091293413,16.196593081353928,30.47057313036072,3.296617578570799,5.054413023354974,6.318264078099667
Cenpf,0.0,0.0,0.0,3.6334219170330604,2.369142839424259,0.07195680273020476
Gm30088,0.0,0.0,0.0,0.0,0.0,0.0
LOC108167754,0.0,0.0,0.0,0.0,0.0,0.0
Gm3837,0.69057702068201,0.0,0.7454713917475456,0.11991433280850473,4.043306888451416,1.0734098017598677
Kcnk2,37.67914084184151,67.30811442808903,25.616020448866916,56.48068620635011,74.37256946306753,33.318498255985595
Gm36561,0.0,0.0,0.0,0.0,0.0,0.0
Kctd3,61.64712906752769,29.07329491744983,56.78340418967993,68.34497181507616,73.46809619556986,86.40380892580967
n-TNgtt3,0.0,0.0,0.0,0.0,0.0,0.0
Gm36456,0.0,0.0,0.0,0.0,0.0,0.0
Gm39735,0.0,0.0,0.0,0.0,0.0,0.0
Ush2a,0.0,0.0,0.0,0.0,0.19761741191067267,0.12647357643576645
9330162B11Rik,0.0,0.0,0.0,0.0,0.0,0.0
LOC108167752,0.0,0.0,0.0,0.0,0.2672605248342053,0.0
Esrrg,13.47036803768571,10.5721602018198,21.111153705914475,15.578400050616978,28.468911673450933,25.405592994522365
LOC108167753,0.0,0.0,0.0,0.0,0.0,0.0
Gm36388,0.0,0.0,0.2036807081277447,1.572646987652521,2.4549525734374114,0.0
Gm36249,0.0,0.0,0.0,0.0,0.0,0.0
Gm37896,0.0,0.0,0.0,0.0,0.0,0.0
Gpatch2,11.920095317523558,9.170318038687007,7.98118863874064,8.593804172518158,7.721922854971484,9.879750668685983
1700007P06Rik,0.0,0.5200345028333889,0.0,17.16392272763288,4.512578679339144,0.5054025494312863
Gm15509,0.0,0.0,0.0,0.0,0.0,0.0
Spata17,0.0,0.0,0.0,0.13609168285058199,0.0,0.380694030918862
D1Pas1,0.0,0.0,0.0,0.0,0.0,0.1294976021737076
Gm39731,0.0,0.0,0.0,0.0,0.0,0.0
1700023G09Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm39732,0.0,0.0,0.0,0.0,0.0,0.0
A430105J06Rik,0.0,0.0,1.6986117709793396,0.0,0.34122126544433257,0.7643261635096447
Rrp15,20.825480145546518,18.347400315958545,20.00419934161798,46.888184708222425,37.50592753538946,22.97477492019008
Gm35655,0.0,0.0,0.0,0.0,0.0,0.0
Tgfb2,38.90911145961847,44.95610265268635,32.592660186166306,4.786867222120222,12.468322961553369,28.158248294878057
Gm35546,0.0,0.12703722049031735,9.031658446570393,0.0,0.13779505243010223,0.24692567419527972
A730004F24Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm35426,0.0,0.0,0.0,0.0,0.0,0.0
Gm35341,0.0,0.0,0.0,0.0,0.0,0.0
Gm35201,0.0,0.0,0.0,0.0,0.0,0.27822494861668806
Lyplal1,11.226087421574626,8.87293015749018,8.924444100392366,3.8533447189074397,13.304196333499807,16.739302243907687
Gm39729,0.0,0.0,0.0,0.0,0.0,0.0
Gm35023,0.0,0.0,0.0,0.0,0.0,0.0
5033404E19Rik,0.0,3.0182538493080333,5.975687460881831,0.0,0.654769438134012,17.01331826132089
Gm34969,0.0,0.0,0.0,0.0,0.0,6.223635384268558
Slc30a10,7.923412834966996,26.47426506088217,24.023015719897487,6.305981620789944,13.841036070054923,28.508999189989627
Gm2061,0.0,8.835689446728399,5.161509636209314,0.5385504262316041,3.8671949393883853,0.4519517908532582
9630028B13Rik,0.0,0.0,1.1308285938624933,0.0,0.0,0.0
Eprs,92.80137425335225,97.48151431162347,86.90129540923606,103.55987535674019,85.83984237218942,95.3754101755027
Bpnt1,22.525463737785326,24.950775869134535,25.818174343480912,14.724398574597016,34.890446212816435,27.290403069829257
Mir215,0.0,0.0,0.0,0.0,0.0,0.0
Mir194-1,0.0,0.0,0.0,0.0,0.0,0.0
Iars2,83.9249428745368,82.28616285630501,58.97060329482441,57.263662750546686,57.03571455516895,67.5851781102205
Gm34882,0.0,0.0,0.0,0.0,0.0,0.0
Mir664,0.0,0.0,0.0,0.0,0.0,0.0
Snora36b,0.0,0.0,44.31046768056945,0.0,0.0,0.0
Rab3gap2,62.809391664633125,54.61105291276771,55.68450189405795,59.89609813460876,64.02967086519863,55.13392012964859
Gm34797,0.0,0.0,0.0,0.0,0.0,0.0
Gm37662,0.0,0.0,0.0,0.0,0.0,0.0
Gm34732,0.0,0.0,0.0,0.0,0.0,0.0
Gm39728,0.0,0.0,0.0,0.0,0.0,0.0
Mark1,53.3564781295573,92.96392824496372,105.8980820186909,131.2003876610699,142.91049111178685,126.59629162531206
Gm34602,0.0,0.07845800106908875,0.0,0.0,0.08510202229826112,0.07625046712776327
C130074G19Rik,211.90282053482608,252.17262299102308,367.2049757690913,61.89059062759314,88.51803477411003,44.17515890260444
Gm39727,0.0,0.0,0.0,0.0,0.0,0.0
Gm34451,0.0,0.0,0.0,0.0,1.0373888975128815,2.478637158626137
Mir1981,0.0,0.0,0.0,0.0,0.0,0.0
Marc2,169.151402096595,98.00438857750629,94.40011408499159,81.00705029132155,95.79009963320381,92.1068803221225
Marc1,0.0,0.0,0.0,0.0,0.0,0.0
Gm34342,0.0,0.0,0.0,0.0,0.0,0.0
Hlx,33.47161585585768,0.0,15.413577868768085,0.0,0.8640884721024001,2.7097478708921736
4930488B22Rik,0.0,0.0,0.0,0.0,0.0,0.0
1700112H15Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm34229,0.0,0.0,0.0,0.0,0.0,0.0
Gm34177,0.0,0.0,0.0,0.0,0.0,0.0
Dusp10,11.88469609493841,32.2457010558265,16.800427724375414,11.7925847116655,4.016422768308705,11.545733583276874
1700056E22Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm39725,0.0,0.0,0.0,0.0,0.0,0.0
Gm34130,0.0,0.0,0.0,0.0,0.0,0.0
Gm34068,0.0,0.0,0.0,0.0,0.0,0.0
Gm39724,0.0,0.0,0.0,0.0,0.0,0.0
Gm33973,0.0,0.0,0.0,0.0,0.0,0.0
Hhipl2,0.0,0.0,0.0,5.920788547148667,0.45501742870572354,0.0
Taf1a,43.07526482944998,31.126428787773023,29.567855201299952,3.3043060596121308,21.007649108422477,2.8570048764012634
Gm34102,0.0,0.0,7.865428851452512,3.0839486995422725,0.0,0.0
Mia3,131.8838720510025,126.64047172264048,160.16620670203395,159.3704219789341,186.16532520573895,131.42358328300563
Aida,55.25874429083197,64.33472697746133,74.7395627043584,41.993686181223104,31.8604087913651,46.35660231787889
Brox,15.125138007328802,46.63677900233249,35.79478122874764,52.22464706309526,56.38899310916996,52.10631615811912
Gm34287,0.0,0.0,0.0,0.0,0.0,0.0
Disp1,3.9416133746637163,5.7459124871943885,4.284482682400228,9.05452106381057,3.9175656678229074,5.025818332463131
Gm33747,0.0,0.0,0.0,0.0,0.20428230215050144,0.0
Tlr5,0.0,0.0,0.0,0.0,0.0,0.2503438448281365
Susd4,86.02368130556326,95.0540913467482,108.80169897586173,175.6535623203229,128.3479277508174,131.4266494541704
Ccdc185,0.0,0.0,0.0,0.0,0.0,0.0
Capn8,0.0,0.0,0.0,0.0,0.0,0.0
LOC108167842,0.0,0.0,0.0,0.0,0.0,0.0
LOC108167751,46.28305536878581,14.684715296943281,29.911907808206415,15.634652357323587,21.15203621367692,28.926720976682283
Capn2,236.73023633313412,168.6422093466274,254.67736934395745,118.93167532457946,111.06575419384774,102.12559032285208
Trp53bp2,77.98937557139257,61.60290640234599,60.902908781938116,59.03517061881398,59.17092977615951,65.48536685335944
Fbxo28,17.08099319219985,30.75104899830111,27.517043943296844,29.811391429331913,31.465316514375296,34.62691552135499
1700047M11Rik,1.2482733318450323,1.8716693695271682,2.245832181163646,1.0837738533713255,9.474112890551318,1.819007134906481
Degs1,120.46948007796375,184.33957123844982,170.58125807107152,183.2567212485028,128.011410175188,170.779449206727
LOC105244034,0.0,0.0,0.0,0.0,0.0,0.0
Vmn1r1,0.0,0.0,0.0,0.0,0.0,0.0
Srp9,86.37188097290847,129.50657510762912,208.3972078683311,176.49350900179707,144.15258655299226,152.23394774958925
Gm33725,0.0,0.0,0.0,0.0,0.0,0.0
Gm39719,0.0,0.0,0.0,0.0,0.0,0.0
n-TSgct1,0.0,0.0,0.0,0.0,0.0,0.0
Gm38648,0.0,0.0,0.0,0.0,0.0,1.5441161881464451
Enah,47.08390026757949,59.16777594476707,67.68632527350758,72.44096430496067,81.08471339503981,141.26253885699424
Gm33669,0.0,0.0,0.0,0.0,0.0,0.0
Lbr,39.7916127158779,14.887541118952779,26.590986977718256,22.308014223483383,9.368453638983828,5.080597375562835
Gm33612,0.0,0.0,0.0,4.775493037471892,0.0,0.0
Dnah14,0.0,0.0,0.0,0.0,1.0873476147364238,0.5609326187420699
LOC108167841,0.0,0.0,0.0,0.0,0.0,0.0
Gm32767,0.0,0.0,0.0,0.0,0.0,0.0
Ccdc121,0.0,0.0,2.9643997069675168,0.2043619745499531,5.104249935536167,2.2866756359645337
Cnih3,22.765997124793802,50.065382570725866,33.89748902702445,149.26630096020145,92.26750647130983,70.62087864255307
Gm39717,0.0,0.0,0.0,0.0,0.0,3.3364676324755242
Gm39718,0.0,0.0,0.0,0.0,0.0,0.0
A430110L20Rik,0.0,3.3644102278881682,18.48514084074041,0.0,4.801732846886786,1.8930117004557037
Gm38664,0.0,0.0,0.0,0.0,0.0,0.1408078192897592
Wdr26,98.73912635777269,110.39657598463658,70.72678228471823,107.74693476895573,86.80904650562913,106.56244015081427
Cnih4,20.330272124177696,34.53668684580032,42.87330928407979,44.46537960992063,26.379529171900927,19.426656375908344
Nvl,9.438769474689256,20.175813561998826,20.165853414526985,22.609180080162716,21.655914378106967,24.888824849387344
Gm37406,0.0,0.0,0.0,0.0,0.0,0.0
Gm39716,0.0,0.0,0.0,0.0,0.0,0.0
9130409I23Rik,0.0,0.0,0.0,0.0,0.0,0.0
Ephx1,105.37752628417375,211.16391237708586,151.93784375027127,11.543219845971073,61.13227184869253,45.20635443150564
Tmem63a,0.5881287813500635,30.923337391149506,39.46834112993072,18.178222209816735,14.794191667553209,42.965881350662826
Lefty1,0.0,0.0,21.851359061926704,0.0,0.0,0.0
Gm39715,0.0,0.0,0.8382159283342007,0.0,0.0,0.0
Gm32199,0.22428378880191005,0.2241950737725925,0.0,0.0,0.0,0.0
Pycr2,77.38435932820671,44.16390576126332,4.81751368442233,42.77619476796192,33.38750852924119,17.428644138955946
Lefty2,0.0,0.0,0.0,4.802382646186383,0.0,0.3358468293758164
Gm39714,0.0,0.0,0.0,0.0,0.0,0.0
Sde2,25.912338129447892,16.50754866331801,37.32032226167941,39.05018332443781,32.6082982397903,15.782220783949759
G370120E05Rik,0.0,0.0,0.0,0.0,1.0946275209549978,2.9423223167786983
H3f3a,145.4790154619063,232.91081209635414,65.96666735445594,37.31036193001266,38.044757196771904,66.26032190191265
LOC102634584,0.0,0.0,0.0,0.0,0.0,0.0
Gm38293,0.0,0.0,0.0,0.0,0.20761696405948768,0.0
Acbd3,103.49304368146585,33.53870459990525,68.24359974871294,54.726676635538,46.8110158665961,55.603308083095406
Mixl1,0.0,0.0,0.0,0.0,0.0,0.0
Lin9,14.777470124675887,12.957565723036002,1.6325289333859867,0.45017793727685707,5.903034916365308,4.785334341784453
Mir6904,0.0,0.0,0.0,0.0,0.0,0.0
Parp1,46.98883098656792,58.04180230905286,63.606286504302396,68.38281680723301,58.22606093173947,66.51662777302133
Gm31986,0.0,0.0,0.0,0.0,0.0,0.0
Stum,28.335405823511042,58.73201476348014,85.55209490971632,104.85252341147117,76.55971098349669,88.46689865485536
Gm39712,0.0,0.0,0.0,0.0,0.0,0.0
Itpkb,34.686197697040704,55.3796517813402,43.28312447771908,14.482480672667089,17.5637527440727,21.47008318323139
Gm5069,14.82590375594329,3.585493402668632,5.377830481284072,7.577942897113829,1.8149236087456584,0.3484610149527635
Gm39713,0.0,0.0,0.0,0.0,0.0,0.0
Gm31728,0.0,0.0,3.099277557730441,0.1929834817424346,0.42175479837236884,0.5398394525398426
Psen2,9.354379670230596,87.07820343051887,21.03742662191526,28.594956285104985,26.62411150945099,26.316129015608038
Gm37336,0.0,0.0,0.0,0.0,0.0,0.0
LOC108167750,0.0,0.0,0.0,0.0,0.8304678562379507,0.0
Adck3,44.723083244168265,4.320269082349449,12.424523195792426,21.861932784135558,14.26210542663639,26.561416012935496
Gm38331,0.0,0.0,0.0,0.0,0.0,0.0
LOC108167749,0.0,0.6290477983933553,0.919912336561519,1.912284418111007,1.7057928775932922,2.368975793430169
Cdc42bpa,113.40753721950195,140.6911820752493,126.78321009059518,139.2596137993912,173.49928722846664,181.2445032947136
Gm31668,0.0,0.0,0.0,0.0,0.0,0.0
Ahctf1,32.33302082336327,40.191921192477665,39.17024839612586,36.5178907269695,42.239393931270065,37.57602066233119
Gm1305,0.0,0.0,0.0,0.0,0.0,0.0
Sccpdh,76.01861463928411,168.6624068120933,167.52389049244593,133.22375358945808,113.38675267789925,153.95288067983822
Cnst,15.062169073076813,37.15053311030258,21.887747669856644,49.13642051072888,68.03059914081145,38.09666344713935
Tfb2m,46.47370566354424,7.642649925569271,7.956741220274633,12.49527501533999,11.865861978116966,21.70027956201343
Gm31349,0.0,0.0,0.0,0.0,1.1758650750684256,0.0
LOC108167846,0.16178263851231672,0.24257796854253497,0.0,1.3343952772380367,0.3508267762229469,0.15716844820780226
Smyd3,9.09436217136725,1.1438710818407234,31.369780115526556,17.36050518026629,9.795291847735571,16.14870984642254
LOC108167845,0.0,0.0,0.0,0.0,0.0,1.5846487924271886
Gm39710,0.0705134639036308,0.0,0.0,0.0,0.0,0.0
Kif26b,1.0471605082796607,2.564528449497044,10.385549165984608,3.3184486107691376,7.096171379349043,16.63276545466184
Gm39709,0.0,0.0,0.0,0.0,0.0,0.0
Gm31289,0.0,0.0,0.0,0.0,0.0,0.0
Efcab2,6.7452974056375945,25.62199140072691,32.31158986286624,30.453234263459567,27.243205283148942,18.020517053963903
Hnrnpu,180.4449244981605,166.67170422543072,178.70344644330459,209.66901910655238,170.89257070582758,177.28597953855993
Cox20,12.994165487795026,58.12588987398053,76.56447450396519,49.075714049246926,30.29128355142886,58.06837546697919
B230369F24Rik,0.24706160001318303,0.0,0.0,10.08166087143632,10.715095940842804,12.000758747315313
LOC108167748,0.0,0.0,0.0,0.0,0.0,3.217922650691293
Desi2,12.732455477294698,12.8431229892778,21.34572719904322,20.501168982994972,20.770564608252474,18.38529866254356
Gm16432,10.094019227054483,0.037232570320302666,1.340270444783176,3.2985569407611304,4.967418737829733,5.536301315514411
Gm7068,0.0,0.0,0.0,0.0,0.0,0.0
Adss,110.2806908036955,116.63893895892508,163.84415010401787,175.2210455179216,126.68558397099122,109.71513082289269
1700016C15Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm30115,0.0,0.0,0.0,0.0,0.0,0.0
2310043L19Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm30013,0.0,0.0,0.0,0.0,0.0,0.0
Gm29856,0.0,0.0,1.7673304637636822,0.0,0.0,0.0
Zbtb18,200.09560762725522,151.48461954593202,198.3907162879873,267.3381904413478,254.35762799408698,296.78926846404295
Gm36904,0.0,0.0,0.0,1.3690300166421534,0.0,0.14361133554446381
Akt3,115.29448966832572,119.11458679033144,132.88505424176762,175.5176865138637,142.93262641568427,151.2269270710152
Gm15423,0.0,0.0,0.0,0.0,0.202529570989754,0.0
Hmga2-ps1,16.162246298610754,0.0,0.25507299276130146,2.9541809142227655,0.307438100421864,4.407377993980913
Sdccag8,9.132267370873691,47.760065191749106,32.26535374585848,31.945029988985898,24.538977406469698,39.85884155684825
Mir350,0.0,0.0,0.0,0.0,0.0,0.0
Cep170,44.988622447192576,38.953353164731766,42.68164823632786,43.38963458269797,41.90442694061237,42.87499695902117
Gm36586,0.0,0.0,0.0,0.0,0.0,0.0
Gm36536,0.0,0.0,0.0,0.0,0.0,0.0
LOC108167747,0.0,0.0,0.0,0.0,0.0,0.0
Pld5,38.523376580859285,10.889005521586142,3.050131473676422,15.15749494068075,7.509052575762997,16.259400367011306
Becn2,0.0,0.0,0.0,0.0,0.0,0.0
Exo1,0.0,0.0,0.0,0.0,0.0,2.63720794902257
Gm36360,0.0,0.0,0.0,0.0,0.0,0.0
Wdr64,0.0,0.0,0.0,0.0,0.0,0.21546039791864738
Gm39707,0.0,0.0,0.0,0.0,0.0,0.0
Chml,10.14923559903755,8.32607799640242,19.330421326525506,9.054835756784097,13.660564932918525,15.095647898707309
Opn3,0.0,19.305998290242375,12.140919948931948,18.788751167767344,13.876486000019455,6.3296175810296536
Kmo,0.0,0.0,0.0,0.0,0.0,2.1646524725241525
Fh1,177.87436054772652,130.59940019869842,125.79068429171465,204.3172703680203,170.10444602875896,159.29315953659184
Rgs7,20.247986431647284,48.522329875083074,61.157604468609335,107.3407911159625,91.59594892932014,105.38695747860835
Grem2,9.66496056033513,8.480331896342728,36.03329864884571,30.02219388248042,34.34870876170536,41.625927508050545
Fmn2,59.7506705662432,70.09123837358467,60.92490891522617,89.96180984635558,90.79970969615621,93.04231848497176
Olfr220,0.0,0.0,0.0,0.0,0.0,0.0
Olfr414,0.0,0.0,0.0,0.0,0.0,0.0
Olfr248,0.0,0.0,0.0,0.0,0.0,0.0
Olfr417,0.0,0.0,0.0,0.0,0.0,0.0
Mptx1,0.0,0.0,0.0,0.0,0.0,0.0
Olfr419,0.0,0.0,0.0,0.0,0.0,0.0
Spta1,0.0,0.0,1.7454390592276372,0.0,0.0,0.0
Gm36196,0.0,0.0,0.0,0.0,0.0,0.0
Olfr420,0.0,0.0,0.0,0.0,0.0,0.0
Olfr421-ps1,0.0,0.0,0.0,0.0,0.0,0.0
Olfr424,0.0,0.0,0.0,0.0,0.0,0.0
Olfr231,0.0,0.0,0.0,0.0,0.0,0.0
Olfr427,0.0,0.0,0.0,0.0,0.0,0.0
Olfr429,0.0,0.0,0.0,0.0,0.0,0.0
Olfr430,0.0,0.0,0.0,0.0,0.0,0.0
Olfr432,0.0,0.0,0.0,0.0,0.0,0.0
Olfr433,0.0,0.0,0.0,0.0,0.0,0.0
Ifi205,0.0,0.0,0.0,0.0,0.0,0.0
Ifi202b,0.0,0.0,0.0,0.0,0.0,0.0
Ifi203,3.408284905318541,1.4784819922098558,1.041286263630546,0.0,0.0697253727301013,2.3115069138978828
Mnda,0.0,0.0,0.0,0.0,0.0,0.0
Mndal,15.574118625338235,5.392253717044606,6.496301195442779,0.0,1.6037260796239072,0.0
Ifi204,17.504405266674006,0.0,1.1022573726438905,0.0,0.0,0.0
AI607873,7.47669745720659,1.4013262619324829,1.1560061145334835,0.0,0.0,0.0
Pydc3,0.0,0.0,0.0,0.0,0.0,0.0
Pyhin1,0.0,3.059682555275087,0.0,0.6378057163963937,0.0,0.0
Pydc4,0.0,0.0,0.0,0.0,0.0,0.0
BC094916,0.0,0.0,0.0,0.0,0.0,0.0
LOC102639543,0.0,0.47005864451606716,2.9611439137693094,0.0,0.0,0.0
n-TRtct5,0.0,0.0,0.0,0.0,0.0,0.0
Aim2,11.081844436781578,13.89541164807781,3.0169207760018164,0.0,0.737795600285867,0.4249649998453329
Cadm3,136.75726392675278,183.00747646225855,251.10891541310772,346.870711209694,418.69086507417194,359.6212538141983
Ackr1,22.923817508649794,22.545157293389142,8.980419615611625,110.42888126683027,49.30956683191088,82.25535603079987
Mptx2,0.0,0.0,0.0,0.0,0.0,0.0
Olfr418,0.0,0.0,0.0,0.0,0.0,0.0
Fcer1a,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1404,0.0,0.0,0.0,0.0,0.0,0.0
Olfr218,0.0,0.0,0.0,0.0,0.0,0.0
